Track Name,Artist,Streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,analysis_url,duration_ms,time_signature,Genre,hiphop,rap,pop,trap,electronic,rnb,femalevocalists,dance,indie,latin,Label
Cruise Ship,Young Thug,520438,0.7929999999999999,0.742,0,-6.185,1,0.21,0.0107,0.0,0.119,0.21,150.076,https://api.spotify.com/v1/audio-analysis/3C4FUqrrjuvWoHwsumWfIu,166467,4,Young Thug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Bigger Than Me,Big Sean,520043,0.366,0.639,10,-7.98,0,0.101,0.269,0.0,0.29,0.168,83.339,https://api.spotify.com/v1/audio-analysis/6zpXc7WJ3TqYWb02B6sKyF,292520,5,"hip hop,rap,hip hop,good music,big sean,hip hop,rap,hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sunday Morning Jetpack,Big Sean,518524,0.591,0.7559999999999999,10,-8.026,0,0.14300000000000002,0.708,0.0,0.332,0.546,82.77600000000002,https://api.spotify.com/v1/audio-analysis/5VlstKgCJPHDIMCQO4jHcQ,225067,4,"hip hop,rap,hip hop,good music,big sean,hip hop,rap,hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ex (feat. YG),Ty Dolla $ign,518102,0.77,0.426,5,-5.7170000000000005,0,0.0473,0.0116,0.0,0.273,0.523,102.056,https://api.spotify.com/v1/audio-analysis/1Mb187X5w3OUQNH6P5M28Y,163133,4,"yg,ty dolla sign,hip hop,ty dolla $ign,rap,hip hop,rap,rnb",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Don't,Bryson Tiller,517818,0.765,0.35600000000000004,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,https://api.spotify.com/v1/audio-analysis/3pXF1nA74528Edde4of9CC,198293,4,"bryson tiller,rnb,hip hop,trap,soul,rnb,hip hop,trap",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Lookin Exotic,Future,517342,0.589,0.63,0,-5.289,1,0.0985,0.0601,0.0,0.102,0.0486,76.494,https://api.spotify.com/v1/audio-analysis/5qdaaB2RYHohGB1vglLuAf,226863,4,"hip hop,rap,trap,dirty south,hip hop,hip hop,rap,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Neighbors,J. Cole,516404,0.898,0.28300000000000003,6,-12.335,0,0.35600000000000004,0.319,0.000383,0.11,0.469,138.97,https://api.spotify.com/v1/audio-analysis/0utlOiJy2weVl9WTkcEWHy,216520,4,"hip hop,rap,hip hop,j cole,north carolina,hip hop,rap,hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I Would Die For You,Miley Cyrus,516312,0.618,0.374,9,-7.524,0,0.0298,0.18,0.0,0.182,0.202,95.92,https://api.spotify.com/v1/audio-analysis/39vly7Z4VLImfggnEDEUzf,173867,4,"pop,female vocalists,dance,disney,miley cyrus,pop,female vocalists,dance",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
Never Be Like You,Flume,516027,0.494,0.5589999999999999,0,-5.445,1,0.0565,0.436,0.0,0.16399999999999998,0.264,119.247,https://api.spotify.com/v1/audio-analysis/12REd1n8PeiHHWOh066tpr,233337,4,"electronic,wonky,chillout,australian,instrumental hip hop,electronic,wonky,chillout",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Talk About It,Mike Perry,516025,0.6779999999999999,0.594,2,-5.672999999999999,0,0.0319,0.0543,0.0,0.182,0.526,123.975,https://api.spotify.com/v1/audio-analysis/1XRTXNP8eLpWXfso8Q4dC5,164537,4,"mike perry,dance,electronica,tropical house",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Let It Go,James Bay,515325,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,https://api.spotify.com/v1/audio-analysis/13HVjjWUZFaWilh2QUJKsP,260533,4,"love at first listen,indie pop,the vampire diaries,folk,indie,folk,indie,singer songwriter",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Places,Martin Solveig,515148,0.728,0.858,0,-3.866,0,0.0457,0.264,0.0007610000000000001,0.158,0.638,122.01,https://api.spotify.com/v1/audio-analysis/6O85MfGECKBqAK2MgSbCaj,202746,4,"sick,norwegian,house,electronic,dance,house,electronic,dance",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Carnival (feat. Anthony Hamilton),Gorillaz,513991,0.481,0.693,4,-5.597,0,0.0791,0.008409999999999999,2.3e-05,0.773,0.635,80.946,https://api.spotify.com/v1/audio-analysis/5KurnDXzOeIYOMQceYidu7,135947,4,"alternative,electronic,hip hop,rock,indie,alternative,electronic,hip hop",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
Bad Business,21 Savage,513345,0.856,0.54,6,-9.729,0,0.373,0.000985,1.55e-05,0.0854,0.387,158.05,https://api.spotify.com/v1/audio-analysis/2MnJoNVtf0pw7HUn3I1Tih,162253,4,21 savage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Getaway Car,Taylor Swift,512884,0.562,0.6890000000000001,2,-6.745,1,0.127,0.00465,2.23e-06,0.0888,0.35100000000000003,172.054,https://api.spotify.com/v1/audio-analysis/0VE4kBnHJUgtMf0dy6DRmW,233627,4,"pop,country,female vocalists,taylor swift,singer songwriter,pop,country,female vocalists",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Roses (feat. ROZES),The Chainsmokers,512615,0.716,0.8059999999999999,4,-7.602,1,0.0466,0.0361,0.00413,0.244,0.34700000000000003,100.033,https://api.spotify.com/v1/audio-analysis/6O6M7pJLABmfBRoGZMu76Y,225800,4,"electronic,pop,house,electro house,dance,electronic,pop,house",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Wake Up Where You Are,State of Sound,512428,0.706,0.674,9,-6.977,1,0.0337,0.11,0.0006259999999999999,0.0784,0.545,113.956,https://api.spotify.com/v1/audio-analysis/2s76aKBWKShlwPC4xTtEEE,207307,4,"chillout,house,electronic,relaxing,tropical house,dub,dance,alternative",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
In Check,Bryson Tiller,512008,0.454,0.212,5,-12.769,1,0.101,0.939,1.53e-06,0.11,0.416,116.004,https://api.spotify.com/v1/audio-analysis/4nBhjVklA3Mtnyzshg4KmD,198147,4,Bryson Tiller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Never Let Me Go,Alok,511516,0.722,0.84,0,-3.939,1,0.0349,0.0447,1.28e-05,0.066,0.569,124.003,https://api.spotify.com/v1/audio-analysis/06ZpMjkNdIDKVf3mK29UiC,184071,4,"electronic,hairy chest,hunks,dance,brazilian,electronic,dance,brazilian",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Is Your Love Enough?,Little Mix,510957,0.762,0.8540000000000001,0,-2.757,0,0.0818,0.00642,1.11e-06,0.131,0.615,105.969,https://api.spotify.com/v1/audio-analysis/6W6ijKiufUsBBcgJPKis6T,224600,4,"pop,british,female vocalists,girl groups,x factor,pop,british,female vocalists",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
PILLOWTALK,ZAYN,510737,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,https://api.spotify.com/v1/audio-analysis/0PDUDa38GO8lMxLCRc4lL1,202747,4,"pop,zayn,electronic,sexy,rnb,pop,rnb,british",0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
Roulette,Katy Perry,509808,0.64,0.627,6,-4.498,0,0.0319,0.0164,3.03e-05,0.118,0.4270000000000001,112.036,https://api.spotify.com/v1/audio-analysis/5jhF4d9nxIm1P58WQCCa5h,198690,4,"pop,female vocalists,pop rock,katy perry,dance,pop,female vocalists,pop rock",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
Love$ick,Mura Masa,509129,0.665,0.7709999999999999,1,-5.124,0,0.14,0.126,0.00449,0.27,0.732,88.835,https://api.spotify.com/v1/audio-analysis/5v9N8Rx3QsFvr50cxyQcA3,192160,4,"hip hop,rap,underground hip hop,swag,new york,future bass,electronic,lovestep",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Enormous (feat. Ty Dolla $ign),Gucci Mane,508981,0.8440000000000001,0.486,3,-6.915,0,0.368,0.234,0.0,0.0976,0.493,142.606,https://api.spotify.com/v1/audio-analysis/17HlhTU351nr8MncIGppDk,244453,4,"gucci mane,hip hop,rap,trap,ty dolla sign,hip hop,rap,dirty south",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I Can't Even Lie (feat. Future & Nicki Minaj),DJ Khaled,508920,0.6709999999999999,0.62,2,-6.0920000000000005,1,0.0536,0.0269,3.21e-06,0.189,0.226,120.079,https://api.spotify.com/v1/audio-analysis/2G60ShHRZZhqxSKbZTWdOh,241613,4,"dance pop,hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Close My Eyes,21 Savage,508845,0.921,0.472,10,-7.88,0,0.43,0.16399999999999998,0.4320000000000001,0.156,0.198,139.996,https://api.spotify.com/v1/audio-analysis/28mrq1UKIVItTbPqyub52b,292267,4,21 savage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jumpman,Drake,508736,0.852,0.5529999999999999,1,-7.286,1,0.187,0.0559,0.0,0.332,0.6559999999999999,142.079,https://api.spotify.com/v1/audio-analysis/27GmP9AWRs744SzKcpJsTZ,205879,4,"hip hop,rap,hip hop,rnb,drake,hip hop,rap,hip hop",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Kissing Strangers,DNCE,508453,0.7759999999999999,0.741,7,-5.8039999999999985,1,0.041,0.0506,0.0,0.0701,0.8540000000000001,120.079,https://api.spotify.com/v1/audio-analysis/2YMyVYNLmFDD0KGtNkkgFa,202480,4,"pop,remix,luis fonsi,nicki minaj,pop rock,pop,pop rock,dance",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Way down We Go,KALEO,508325,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,https://api.spotify.com/v1/audio-analysis/0y1QJc3SJVPKJ1OvFmFqe6,213707,4,"rock,blues rock,icelandic,folk,alternative rock,rock,blues rock,icelandic",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
A Million Dreams (Reprise),Austyn Johnson,506561,0.253,0.139,6,-17.067,1,0.0414,0.726,5.01e-05,0.269,0.102,74.369,https://api.spotify.com/v1/audio-analysis/66y7x28jXOPrcmu3D5Zjh6,60453,3,"Soundtrack,musical,actress,linedance 2018",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PERDONAMI,Salmo,506361,0.6609999999999999,0.853,1,-2.287,1,0.272,0.107,0.0,0.0852,0.655,76.499,https://api.spotify.com/v1/audio-analysis/7kK2m2KDEL0W8oFq6fuOcf,135294,4,"hip hop,grime,rap,italian,hip hop,hip hop,grime,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Down for Life (feat. PARTYNEXTDOOR, Future, Travis Scott, Rick Ross & Kodak Black)",DJ Khaled,506247,0.611,0.7859999999999999,1,-2.417,1,0.272,0.342,0.0,0.0877,0.66,139.911,https://api.spotify.com/v1/audio-analysis/6CwTHNCzgkq41m11iPpzsf,300280,4,"dance pop,hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Outlet,Desiigner,505006,0.65,0.8009999999999999,8,-2.178,1,0.0694,0.117,0.000231,0.34700000000000003,0.35600000000000004,124.123,https://api.spotify.com/v1/audio-analysis/6E39QsoWB7JjphPF9xCQSN,268813,4,"desiigner,hip hop,rap,trap,hip hop,hip hop,rap,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Dance You Off,Benjamin Ingrosso,504372,0.73,0.6920000000000001,8,-5.432,1,0.0695,0.104,5.42e-06,0.106,0.76,109.08,https://api.spotify.com/v1/audio-analysis/0s3P5PImfDZYWIseR3b39D,182134,4,"eurovision,melodifestivalen 2018,other songs by eurovision 2018 artists,eurovision song contest,esc,swedish,pop,eurovision",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hard to Love (feat. Jessie Reyez),Calvin Harris,503727,0.753,0.785,2,-6.53,1,0.174,0.112,0.000191,0.0633,0.85,148.015,https://api.spotify.com/v1/audio-analysis/6KdmNK9MogmGcnO3wNZHhp,230587,4,"electronic,dance,electro,disco,house,electronic,dance,electro",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Feel Good (feat. Daya),Gryffin,503393,0.625,0.7070000000000001,2,-4.761,1,0.0337,0.22,0.0,0.213,0.479,138.064,https://api.spotify.com/v1/audio-analysis/0NyOeqzqjVM9j7IuWp2oJ6,248156,4,"electronic pop,house,electronic,dance,american,house,electronic,dance",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
When We Were Young,Adele,500588,0.381,0.594,3,-5.97,1,0.0486,0.348,0.0,0.0925,0.273,143.86,https://api.spotify.com/v1/audio-analysis/7IWkJwX9C0J7tHurTD7ViL,290907,4,"pop,adele,soul,female vocalists,british,soul,female vocalists,british",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Mo Bounce,Iggy Azalea,500370,0.877,0.763,9,-5.4529999999999985,1,0.266,0.0118,0.0,0.109,0.7170000000000001,105.965,https://api.spotify.com/v1/audio-analysis/4AEVXHznFXkJEtFamkYwlr,222427,4,"rap,hip hop,twerk,2017,best of 2017,hip hop,rap,pop",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Power (feat. Stormzy),Little Mix,499679,0.568,0.863,7,-4.093,1,0.304,0.0405,5.97e-06,0.211,0.438,173.007,https://api.spotify.com/v1/audio-analysis/4BJ5T8ZZZ3UrPG7k0OVQrp,242283,4,"pop,unnecessary collaboration,best of 2017,unbridled optimism,british,pop,british,female vocalists",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Mistakes,Tove Styrke,498105,0.6779999999999999,0.607,0,-7.19,1,0.075,0.174,0.0,0.0788,0.445,91.973,https://api.spotify.com/v1/audio-analysis/0sZfuG1rArPovx9CdZ40vZ,204418,4,"swedish,pop,electropop,2017 single,electronic,swedish,pop,electronic",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Up,NAV,497360,0.66,0.491,8,-6.645,0,0.101,0.0338,0.0,0.101,0.376,154.132,https://api.spotify.com/v1/audio-analysis/5qbcsZMwL0x46sX7VO37Ye,199520,4,"hip hop,rap,black metal,trap,rnb,hip hop,rap,black metal",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Brown Paper Bag,Migos,496494,0.907,0.489,8,-5.79,1,0.158,0.0477,0.0,0.115,0.253,136.982,https://api.spotify.com/v1/audio-analysis/5wihevBA7MO9PNYyWyTfkh,211244,4,"hip hop,trap,rap,trap rap,hip hop,hip hop,trap,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,495287,0.7909999999999999,0.8390000000000001,11,-4.284,1,0.266,0.0588,6.26e-05,0.259,0.383,170.113,https://api.spotify.com/v1/audio-analysis/2YzmfPLqUx5CJOaw5ThsBV,202636,4,"hip hop,trap,rap,hip hop,swag,hip hop,trap,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I Can´t Go On,Robin Bengtsson,495241,0.733,0.672,4,-5.047,0,0.0427,0.0308,0.0,0.163,0.463,109.007,https://api.spotify.com/v1/audio-analysis/57Y51hxqMn2j3dosW75R6n,183991,4,"pop,swedish,idol,eurovision,sweden,pop,swedish,idol",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tenerife Sea,Ed Sheeran,494760,0.53,0.34600000000000003,8,-10.497,1,0.0376,0.6970000000000001,1.07e-05,0.105,0.359,121.876,https://api.spotify.com/v1/audio-analysis/6vSwxzO2Qf4BinHSXRwZJe,241347,4,"acoustic,british,singer songwriter,pop,folk,acoustic,british,singer songwriter",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
She's My Collar (feat. Kali Uchis),Gorillaz,494140,0.726,0.815,11,-5.886,1,0.0313,0.00799,0.081,0.112,0.462,140.158,https://api.spotify.com/v1/audio-analysis/3lIxtCaROdRDuTnNBDm3n2,209560,4,"alternative,electronic,hip hop,rock,indie,alternative,electronic,hip hop",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
Explícale,Yandel,491262,0.8079999999999999,0.69,1,-4.151,1,0.14800000000000002,0.0583,0.0,0.103,0.64,125.086,https://api.spotify.com/v1/audio-analysis/48yAM9xWBwT4Ac9G1y20rw,223147,4,"reggaeton,sexy,hot,shakira,latin,reggaeton,sexy,shakira",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Bad Things - With Camila Cabello,Machine Gun Kelly,491063,0.6890000000000001,0.6920000000000001,2,-4.756,1,0.133,0.229,0.0,0.184,0.285,137.832,https://api.spotify.com/v1/audio-analysis/6H2TKJ9KJfcq6MRmw2cF20,239280,4,"hip hop,rap,cleveland,pop punk,mgk,hip hop,rap,cleveland",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,489512,0.631,0.732,1,-4.706,1,0.203,0.0304,0.0,0.261,0.5489999999999999,151.779,https://api.spotify.com/v1/audio-analysis/5PfTI3zrQbZEWcQdycMqJM,231659,4,"hip hop,rap,hip hop,underground hip hop,pittsburgh,hip hop,trap,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Little Of Your Love - BloodPop® Remix,HAIM,488983,0.662,0.847,1,-3.06,0,0.0502,0.168,0.0,0.266,0.493,112.095,https://api.spotify.com/v1/audio-analysis/6TG4IZt8i47CFbMoVFVSbh,204362,4,"indie,indie pop,female vocalists,indie rock,soft rock,indie,indie pop,female vocalists",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
Icon,Jaden,488839,0.7859999999999999,0.82,9,-5.093,0,0.232,0.222,0.0,0.575,0.49,119.982,https://api.spotify.com/v1/audio-analysis/22nyEAEM29tcBRhukR089b,220996,4,"personal favourites,hip hop,rap,trap,hip hop,hip hop,rap,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Craving You,Thomas Rhett,488719,0.612,0.841,9,-3.795,0,0.0353,0.000907,0.0,0.37,0.499,104.986,https://api.spotify.com/v1/audio-analysis/6zLdXcmvIxnAXpz9sXFnIE,227373,4,"country,hairy chest,hunks,male vocalists,contemporary country,country,male vocalists,contemporary country",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Jag trodde änglarna fanns,Kamferdrops,488393,0.642,0.893,4,-4.593,1,0.154,0.456,0.00168,0.206,0.593,109.974,https://api.spotify.com/v1/audio-analysis/3qy7P1Vr6eGIwHP9DCUHwK,190463,4,"linedance 2017,pop,swedish,norwegian,melodifestivalen 2019 wishlist,pop,swedish,linedance 2017",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Stitches,Shawn Mendes,488217,0.746,0.754,1,-6.681,1,0.067,0.0152,0.0,0.0486,0.764,149.882,https://api.spotify.com/v1/audio-analysis/1WP1r7fuvRqZRnUaTi2I1Q,206880,4,"pop,canadian,acoustic,r&b,teen pop,pop,canadian,folk",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fake Happy,Paramore,488215,0.7340000000000001,0.626,7,-5.685,1,0.0458,0.076,6.54e-06,0.168,0.44,98.559,https://api.spotify.com/v1/audio-analysis/6t44iU80A0h8WQ7vc4OoRj,235707,4,"rock,pop punk,alternative,female vocalists,emo,rock,pop punk,alternative",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Either Way (feat. Joey Bada$$),Snakehips,487463,0.635,0.659,8,-4.92,1,0.155,0.309,0.0,0.302,0.54,178.018,https://api.spotify.com/v1/audio-analysis/3nodtPfXcok53E8Uze8gvD,187589,4,"electronic,electronica,instrumental hip hop,indie,chillwave,electronic,electronica,instrumental hip hop",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
Rap God,Eminem,487012,0.7120000000000001,0.838,7,-2.679,1,0.313,0.403,0.0,0.809,0.607,148.138,https://api.spotify.com/v1/audio-analysis/6sDQ4uiWw9OdVrCXFLSlZt,363521,4,"hip hop,rap,hip hop,fast rap,eminem,rap,hip hop,eminem",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Give Me Love,Ed Sheeran,486976,0.526,0.328,1,-9.864,1,0.0461,0.6940000000000001,0.0,0.112,0.11,116.068,https://api.spotify.com/v1/audio-analysis/0SuG9kyzGRpDqrCWtgD6Lq,526387,4,"acoustic,british,singer songwriter,easy listening,pop,acoustic,british,singer songwriter",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Loca (feat. Cali y El Dandee),Maite Perroni,486326,0.7509999999999999,0.8390000000000001,9,-3.367,1,0.054000000000000006,0.11,0.0,0.0865,0.639,95.019,https://api.spotify.com/v1/audio-analysis/05ZXXyeZFhZtA6DAP3Aw7x,234366,4,"pop,latin pop,maite perroni,female vocalists,latin,pop,latin pop,maite perroni",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
Big On Big,Migos,485872,0.723,0.768,0,-5.4689999999999985,0,0.0587,0.145,0.0,0.172,0.526,142.02200000000005,https://api.spotify.com/v1/audio-analysis/3BoPOp7YNORLqMUjE5XAh9,290794,4,"hip hop,trap,rap,trap rap,hip hop,hip hop,trap,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Shape of You - Acoustic,Ed Sheeran,485672,0.843,0.4,8,-5.5760000000000005,0,0.103,0.49,0.0,0.125,0.927,100.728,https://api.spotify.com/v1/audio-analysis/5ULRlgiSPSKTaJN1vU9yso,223573,4,"acoustic,british,singer songwriter,pop,folk,acoustic,british,singer songwriter",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
You're Gonna Live Forever in Me,John Mayer,484341,0.5379999999999999,0.131,7,-14.104,1,0.0316,0.983,0.005220000000000001,0.156,0.32,136.149,https://api.spotify.com/v1/audio-analysis/51lPx6ZCSalL2kvSrDUyJc,190013,4,"singer songwriter,acoustic,rock,pop,john mayer,singer songwriter,acoustic,rock",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Good Drank,2 Chainz,483972,0.836,0.7759999999999999,4,-0.804,0,0.239,0.274,0.0,0.113,0.37,130.033,https://api.spotify.com/v1/audio-analysis/39pS70eeDvyCAF3t8NAlVV,222707,4,"hip hop,rap,2 chainz,trap,gucci mane,hip hop,rap,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Si Tu Novio Te Deja Sola,J Balvin,483687,0.716,0.461,3,-9.455,0,0.0614,0.545,0.0,0.102,0.535,121.99,https://api.spotify.com/v1/audio-analysis/0RFFFGtPn6a58RHY3ccVYX,243560,4,"pop,electropop,rnb,bitpop,%3C33,reggaeton,pop,colombian",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Bebe (feat. Anuel AA),Ozuna,483435,0.7390000000000001,0.688,9,-10.246,1,0.157,0.551,0.00118,0.101,0.5820000000000001,169.829,https://api.spotify.com/v1/audio-analysis/6SIrNxmmdbv1KUbFBu1PaN,231602,4,"reggaeton,trap,hip hop,latin trap,latin,reggaeton,puerto rico,latin",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Time To Move On,Tom Petty,483083,0.613,0.716,2,-9.365,1,0.0261,0.0836,0.000381,0.105,0.507,112.588,https://api.spotify.com/v1/audio-analysis/20dt11ZTAtjsfcNJLP9u30,195333,4,"classic rock,rock,singer songwriter,folk,80s,classic rock,rock,singer songwriter",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Let Me Hold You (Turn Me On),Dante Klein,482985,0.68,0.774,1,-3.136,0,0.0697,0.101,0.0,0.113,0.331,102.949,https://api.spotify.com/v1/audio-analysis/0lmdsH1MIoLsMymnNpd6HU,163841,4,"electronic,house,dutch,deep house,netherlands,electronic,house,dutch",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Johnny B. Goode,Chuck Berry,482336,0.516,0.7979999999999999,10,-9.049,1,0.083,0.738,0.000128,0.305,0.969,168.195,https://api.spotify.com/v1/audio-analysis/3BUQFs6aFWh7EFNmI8bfL7,161560,4,"rock and roll,50s,classic rock,oldies,rock n roll,rock and roll,classic rock,rock n roll",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hotline Bling,Drake,481835,0.903,0.62,2,-8.094,1,0.0587,0.0034700000000000004,0.000119,0.0504,0.539,134.96,https://api.spotify.com/v1/audio-analysis/2FBUoWkIuQXwayw2RNo5l6,267067,4,"hip hop,i want drake to murder my vagina,love at first listen,2015,rnb,hip hop,rap,hip hop",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Réseaux,Niska,481429,0.795,0.667,1,-6.4289999999999985,1,0.225,0.168,0.0,0.126,0.31,150.072,https://api.spotify.com/v1/audio-analysis/2nY6MRHWpW0AGXMoGDJOjX,196453,4,"personal favourites,french rap,rap,french, hip hop,french rap,rap,french",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Shape of You - Galantis Remix,Ed Sheeran,481424,0.838,0.765,1,-2.332,0,0.0462,0.0514,0.00021,0.0297,0.905,100.021,https://api.spotify.com/v1/audio-analysis/5H7CwzYZ60e7w69tX4ivQN,195988,4,"acoustic,british,singer songwriter,pop,folk,acoustic,british,singer songwriter",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Outta Time,Future,479113,0.75,0.546,6,-6.9510000000000005,0,0.384,0.0059700000000000005,3.18e-05,0.377,0.438,75.443,https://api.spotify.com/v1/audio-analysis/133V82vMO7TB1WYehNUMwW,168607,4,"hip hop,rap,trap,dirty south,hip hop,hip hop,rap,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
